1,54.00
2,54.00
3,54.50
4,54.00
5,53.50
6,53.50
7,53.50
8,53.50
9,53.50
10,54.50
11,55.00
12,56.50
13,57.50
14,60.00
15,60.50
16,60.50
17,60.50
18,60.50
19,60.50
20,60.00
21,59.00
22,58.00
23,57.00
24,56.00
25,55.00
26,54.00
27,53.50
28,52.50
29,52.50
30,52.50
31,52.50
32,52.00
33,51.00
34,50.50
35,62.00
36,78.58
37,102.00
38,116.00
39,112.50
40,99.00
41,80.96
42,68.75
43,63.13
44,56.50
45,55.00
46,54.50
47,54.50
48,54.50
49,54.50
50,54.50
51,54.50
52,54.50
53,54.50
54,55.00
55,55.00
56,55.50
57,55.50
58,55.50
59,56.00
60,56.50
61,57.50
62,57.50
63,58.50
64,59.50
65,59.50
66,60.00
67,60.50
68,60.50
69,61.00
70,62.50
71,64.00
72,65.50
73,67.50
74,69.50
75,72.50
76,74.50
77,77.00
78,79.00
79,80.00
80,81.00
81,81.50
82,81.50
83,81.50
84,81.00
85,80.00
86,79.00
87,77.50
88,75.50
89,72.00
90,69.50
91,66.67
92,63.50
93,61.50
94,60.00
95,59.00
96,58.50
97,57.50
98,57.50
99,57.00
100,56.50
101,56.50
102,56.00
103,55.50
104,55.50
105,55.00
106,55.00
107,54.50
108,54.50
109,54.50
110,54.50
111,55.00
112,55.50
113,55.50
114,55.50
115,56.50
116,56.50
117,56.50
118,56.50
119,56.50
120,56.50
121,56.50
122,56.50
123,56.50
124,56.00
125,55.50
126,55.50
127,55.50
128,55.50
129,55.50
130,55.50
131,55.50
132,55.50
133,55.50
134,55.50
135,55.50
136,55.50
137,55.50
138,56.00
139,56.50
140,56.50
141,57.50
142,57.50
143,57.50
144,57.50
145,57.00
146,56.00
147,55.50
148,55.50
149,55.50
150,55.50
151,55.50
152,55.50
153,56.00
154,56.00
155,57.00
156,58.00
157,59.00
158,60.50
159,61.50
160,63.00
161,63.50
162,63.50
163,63.50
164,63.50
165,63.00
166,62.00
167,61.00
168,59.00
169,58.00
170,57.00
171,56.50
172,55.50
173,55.00
174,54.50
175,54.50
176,54.50
177,54.50
178,54.00
179,53.50
180,53.00
181,55.50
182,70.00
183,87.00
184,110.00
185,115.00
186,114.50
187,85.50
188,79.00
189,63.18
190,58.50
191,58.50
192,58.50
193,58.00
194,58.50
195,58.50
196,58.50
197,58.50
198,58.50
199,58.50
200,58.50
201,58.50
202,58.50
203,59.50
204,59.50
205,60.50
206,60.50
207,60.50
208,61.50
209,61.50
210,62.00
211,62.00
212,63.50
213,64.50
214,66.50
215,67.50
216,68.50
217,69.00
218,69.50
219,70.50
220,72.00
221,74.00
222,76.00
223,78.00
224,79.50
225,80.00
226,81.00
227,82.00
228,82.50
229,82.50
230,81.50
231,81.00
232,79.50
233,77.00
234,74.00
235,70.00
236,67.00
237,63.50
238,62.00
239,61.00
240,60.00
241,59.50
242,59.50
243,58.50
244,58.50
245,58.50
246,58.50
247,58.50
248,58.50
249,58.50
250,58.50
251,58.50
252,58.50
253,59.50
254,59.00
255,59.50
256,59.50
257,59.50
258,59.50
259,59.50
260,59.50
261,59.50
262,59.50
263,59.50
264,59.50
265,59.50
266,59.50
267,58.50
268,58.50
269,58.50
270,58.50
271,58.50
272,58.50
273,58.50
274,58.50
275,58.50
276,59.00
277,59.50
278,59.50
279,59.50
280,59.50
281,58.50
282,58.50
283,58.50
284,58.50
285,59.00
286,60.00
287,60.50
288,62.00
289,63.00
290,65.00
291,66.00
292,66.50
293,66.50
294,66.00
295,65.50
296,64.50
297,64.00
298,63.00
299,62.00
300,61.00
301,60.50
302,59.50
303,59.00
304,58.50
305,58.50
306,59.00
307,59.00
308,57.50
309,57.00
310,59.00
311,68.50
312,78.50
313,98.22
314,119.17
315,124.50
316,121.00
317,103.50
318,88.03
319,75.00
320,66.00
321,62.00
322,61.00
323,60.50
324,60.50
325,60.50
326,60.50
327,61.00
328,60.50
329,60.50
330,61.50
331,61.50
332,62.00
333,62.50
334,62.50
335,62.50
336,62.50
337,63.00
338,63.50
339,63.50
340,63.50
341,64.50
342,65.50
343,66.50
344,67.00
345,67.50
346,67.50
347,68.00
348,69.50
349,71.50
350,73.50
351,76.00
352,77.00
353,78.00
354,79.00
355,80.00
356,81.00
357,82.00
358,82.50
359,83.00
360,82.50
361,80.67
362,79.00
363,78.00
364,74.00
365,71.00
366,69.00
367,65.50
368,64.00
369,63.00
370,62.00
371,61.50
372,61.50
373,60.50
374,60.50
375,60.50
376,60.50
377,60.50
378,60.50
379,60.50
380,60.50
381,60.50
382,60.50
383,61.50
384,61.00
385,61.50
386,61.50
387,61.50
388,61.50
389,61.50
390,61.50
391,61.50
392,61.50
393,61.50
394,61.50
395,61.50
396,61.50
397,60.50
398,60.50
399,60.50
400,60.50
401,60.50
402,60.50
403,60.50
404,60.50
405,60.50
406,61.00
407,61.50
408,61.50
